Subject,Course ,CRN,Course Title,Average Grade,Primary Instructor,,Credit Hours,Start Time,End Time,Days of Week
AAS,100,41758,Intro Asian American Studies,3.87,"Boonsripaisal, Simon",,3 hours.,9:00 AM,9:50 AM,F
AAS,100,47100,Intro Asian American Studies,3.9,"Uhall, Michael B",,3 hours.,12:00 PM,12:50 PM,F
AAS,100,47102,Intro Asian American Studies,3.3,"Kang, Yoonjung",,3 hours.,1:00 PM,1:50 PM,F
AAS,100,51248,Intro Asian American Studies,3.96,"Boonsripaisal, Simon",,3 hours.,10:00 AM,10:50 AM,F
AAS,100,51249,Intro Asian American Studies,3.76,"Uhall, Michael B",,3 hours.,11:00 AM,11:50 AM,F
AAS,100,51932,Intro Asian American Studies,3.24,"Kang, Yoonjung",,3 hours.,2:00 PM,2:50 PM,F
AAS,100,59818,Intro Asian American Studies,3.72,"Park, Doo Jae",,3 hours.,10:00 AM,10:50 AM,F
AAS,100,59819,Intro Asian American Studies,3.49,"Park, Doo Jae",,3 hours.,11:00 AM,11:50 AM,F
AAS,246,66200,Asian American Youth in Film,3.79,"Kwon, Soo Ah",,3 hours.,1:00 PM,1:50 PM,MW
AAS,287,58092,Food and Asian Americans,3.79,"Sharif, Lila A",,3 hours.,11:00 AM,12:20 PM,TR
AAS,370,67536,"Immigration, Law, and Rights",3.03,"Paik, Angela N",,3 hours.,3:30 PM,4:50 PM,TR
ABE,100,72060,Intro Agric & Biological Engrg,3.75,"Green-Miller, Angela",,3 hours.,9:00 AM,9:50 AM,F
ABE,199,55376,Water in the Global Environ,3.96,"Kalita, Prasanta K",,3 hours.,10:00 AM,10:50 AM,F
ABE,223,58927,ABE Principles: Machine Syst,3.4,"Grift, Tony E",,3 hours.,2:00 PM,2:50 PM,F
ABE,224,58931,ABE Principles: Soil & Water,3.59,"Kalita, Prasanta K",,3 hours.,9:00 AM,9:50 AM,F
ABE,430,64779,Project Management,3.83,"Davidson, Paul C",,3 hours.,10:00 AM,10:50 AM,F
ABE,436,68450,Renewable Energy Systems,2.97,"Wang, Xinlei",,3 hours.,2:00 PM,2:50 PM,F
ABE,436,68451,Renewable Energy Systems,3.76,"Wang, Xinlei",,3 hours.,11:00 AM,11:50 AM,F
ABE,488,57478,Bioprocessing Biomass for Fuel,3.79,"Singh, Vijay",,3 hours.,1:00 PM,1:50 PM,F
ABE,498,72232,Eng Design for Solar SmartHome,3.91,"Wang, Xinlei",,3 hours.,1:00 PM,1:50 PM,MW
ACCY,200,29670,Fundamentals of Accounting,3.16,"Silhan, Peter A",,3 hours.,3:00 PM,5:20 PM,M
ACCY,201,36478,Accounting and Accountancy I,2.89,"Fisher, Mitchell B",,3 hours.,3:00 PM,3:50 PM,W
ACCY,201,36482,Accounting and Accountancy I,2.53,"Fisher, Mitchell B",,3 hours.,4:00 PM,4:50 PM,W
ACCY,201,36484,Accounting and Accountancy I,2.51,"Fisher, Mitchell B",,3 hours.,9:30 AM,10:20 AM,R
ACCY,201,36486,Accounting and Accountancy I,2.46,"Fisher, Mitchell B",,3 hours.,11:00 AM,11:50 AM,R
ACCY,201,36487,Accounting and Accountancy I,2.81,"Fisher, Mitchell B",,3 hours.,12:00 PM,12:50 PM,MW
ACCY,201,36489,Accounting and Accountancy I,2.92,"Fisher, Mitchell B",,3 hours.,2:00 PM,2:50 PM,F
ACCY,201,36494,Accounting and Accountancy I,3.25,"Fisher, Mitchell B",,3 hours.,11:00 AM,11:50 AM,F
ACCY,201,36496,Accounting and Accountancy I,3.04,"Fisher, Mitchell B",,3 hours.,4:00 PM,4:50 PM,W
ACCY,201,36499,Accounting and Accountancy I,2.64,"Fisher, Mitchell B",,3 hours.,2:00 PM,2:50 PM,MW
ACCY,201,36502,Accounting and Accountancy I,2.99,"Fisher, Mitchell B",,3 hours.,9:30 AM,10:50 AM,TR
ACCY,201,36506,Accounting and Accountancy I,2.7,"Fisher, Mitchell B",,3 hours.,3:00 PM,4:20 PM,MW
ACCY,201,36509,Accounting and Accountancy I,3.31,"Fisher, Mitchell B",,3 hours.,5:00 PM,6:15 PM,MW
ACCY,201,36513,Accounting and Accountancy I,2.43,"Fisher, Mitchell B",,4 hours.,2:00 PM,3:50 PM,R
ACCY,201,36516,Accounting and Accountancy I,2.46,"Fisher, Mitchell B",,4 hours.,2:00 PM,3:50 PM,T
ACCY,201,36522,Accounting and Accountancy I,3.22,"Fisher, Mitchell B",,4 hours.,2:00 PM,3:50 PM,R
ACCY,201,36526,Accounting and Accountancy I,2.64,"Fisher, Mitchell B",,4 hours.,2:00 PM,3:50 PM,T
ACCY,201,36530,Accounting and Accountancy I,3.08,"Fisher, Mitchell B",,3 hours.,12:30 PM,1:50 PM,TR
ACCY,201,36536,Accounting and Accountancy I,2.93,"Fisher, Mitchell B",,2 OR 3 hours.,ARRANGED,,
ACCY,201,36538,Accounting and Accountancy I,2.57,"Fisher, Mitchell B",,4 hours.,2:00 PM,3:50 PM,W
ACCY,201,36543,Accounting and Accountancy I,2.98,"Fisher, Mitchell B",,4 hours.,2:00 PM,3:50 PM,W
ACCY,202,36552,Accounting and Accountancy II,3.28,"Shapland, Julia P",,1 hours.,1:00 PM,2:50 PM,R
ACCY,202,36556,Accounting and Accountancy II,3.06,"Shapland, Julia P",,1 TO 5 hours.,ARRANGED,,
ACCY,202,36560,Accounting and Accountancy II,3.02,"Shapland, Julia P",,1 TO 5 hours.,4:00 PM,4:50 PM,T
ACCY,202,36565,Accounting and Accountancy II,3.37,"Shapland, Julia P",,1 TO 5 hours.,4:00 PM,5:20 PM,TR
ACCY,202,36568,Accounting and Accountancy II,3.46,"Shapland, Julia P",,2 hours.,8:00 AM,9:50 AM,T
ACCY,202,36574,Accounting and Accountancy II,3.24,"Shapland, Julia P",,2 hours.,10:00 AM,11:50 AM,T
ACCY,202,71329,Accounting and Accountancy II,3.01,"Shapland, Julia P",,2 hours.,1:00 PM,2:50 PM,T
ACCY,202,71331,Accounting and Accountancy II,3.22,"Shapland, Julia P",,2 hours.,10:00 AM,10:50 AM,MWF
ACCY,202,71332,Accounting and Accountancy II,3.14,"Shapland, Julia P",,2 hours.,8:00 AM,9:50 AM,T
ACCY,301,36577,Atg Measurement & Disclosure,3.11,"Davis, Gregory L",,2 hours.,10:00 AM,11:50 AM,T
ACCY,301,36581,Atg Measurement & Disclosure,3.5,"Davis, Gregory L",,2 hours.,10:00 AM,10:50 AM,MWF
ACCY,301,36584,Atg Measurement & Disclosure,3.38,"Wang, Zhiguang",,3 hours.,11:00 AM,11:50 AM,MWF
ACCY,301,36587,Atg Measurement & Disclosure,3.11,"Sougiannis, Theodore",,3 hours.,12:00 PM,2:50 PM,T
ACCY,301,36590,Atg Measurement & Disclosure,3.26,"Sougiannis, Theodore",,3 hours.,11:00 AM,11:50 AM,MW
ACCY,301,36592,Atg Measurement & Disclosure,3.38,"Wang, Zhiguang",,1 TO 4 hours.,ARRANGED,,
ACCY,301,36598,Atg Measurement & Disclosure,3.34,"Sougiannis, Theodore",,4 hours.,2:00 PM,3:50 PM,W
ACCY,301,49255,Atg Measurement & Disclosure,3.41,"Wang, Zhiguang",,4 hours.,1:00 PM,2:20 PM,TR
ACCY,302,36610,Decision Making for Atg,3.43,"Chen, Xiaoling",,2 hours.,1:00 PM,2:50 PM,R
ACCY,302,36614,Decision Making for Atg,3.2,"Samet, Jordan A",,2 hours.,2:00 PM,3:50 PM,W
ACCY,302,36618,Decision Making for Atg,3.32,"Samet, Jordan A",,2 hours.,11:00 AM,12:50 PM,R
ACCY,302,36677,Decision Making for Atg,3.4,"Curtis, Susan M",,2 hours.,11:00 AM,11:50 AM,T
ACCY,302,36680,Decision Making for Atg,3.43,"Curtis, Susan M",,3 OR 4 hours.,1:00 PM,2:50 PM,M
ACCY,302,36688,Decision Making for Atg,3.33,"Curtis, Susan M",,3 OR 4 hours.,1:00 PM,1:50 PM,WF
ACCY,302,49258,Decision Making for Atg,3.42,"Samet, Jordan A",,3 OR 4 hours.,1:00 PM,2:50 PM,M
ACCY,303,36692,Atg Institutions and Reg,3.08,"Zhu, Wei",,3 OR 4 hours.,1:00 PM,1:50 PM,WF
ACCY,303,36700,Atg Institutions and Reg,3.32,"Zhu, Wei",,4 hours.,3:30 PM,4:50 PM,TR
ACCY,303,36701,Atg Institutions and Reg,3.27,"Zhu, Wei",,4 hours.,10:00 AM,11:50 AM,W
ACCY,303,36713,Atg Institutions and Reg,3.71,"Godsell, David",,4 hours.,12:00 PM,1:50 PM,W
ACCY,303,49259,Atg Institutions and Reg,3.27,"Godsell, David",,4 hours.,2:00 PM,3:50 PM,W
ACCY,303,36703,Atg Institutions and Reg,3,"Godsell, David",,4 hours.,4:00 PM,5:50 PM,W
ACCY,303,67818,Atg Institutions and Reg,3.33,"Mendoza, Scott A",,4 hours.,6:00 PM,7:50 PM,W
ACCY,304,31317,Accounting Control Systems,3.12,"Wu, Martin G",,4 hours.,ARRANGED,,
ACCY,304,31318,Accounting Control Systems,3.55,"Wu, Martin G",,3 OR 4 hours.,3:00 PM,5:50 PM,W
ACCY,304,31319,Accounting Control Systems,3.44,"Kink, Dawn M",,3 OR 4 hours.,1:00 PM,1:50 PM,MWF
ACCY,304,31320,Accounting Control Systems,3.39,"Hayne, Christie",,3 OR 4 hours.,3:00 PM,5:50 PM,W
ACCY,304,49280,Accounting Control Systems,3.28,"Hayne, Christie",,3 OR 4 hours.,1:00 PM,1:50 PM,MWF
ACCY,304,62036,Accounting Control Systems,3.32,"Hayne, Christie",,3 hours.,3:00 PM,5:50 PM,T
ACCY,312,31321,Principles of Taxation,3.1,"Penn, Michael W",,3 hours.,3:00 PM,5:50 PM,R
ACCY,312,31324,Principles of Taxation,3.57,"Penn, Michael W",,3 hours.,10:00 AM,10:50 AM,TR
ACCY,312,31330,Principles of Taxation,3.48,"Penn, Michael W",,4 hours.,3:00 PM,4:50 PM,W
ACCY,312,31332,Principles of Taxation,3.47,"Vuong, Anh",,4 hours.,9:30 AM,10:50 AM,TR
ACCY,312,31333,Principles of Taxation,3.23,"Holder, Charles B",,3 hours.,1:00 PM,2:20 PM,TR
ACCY,312,45719,Principles of Taxation,3.26,"Alt, Amanda J",,1 TO 4 hours.,ARRANGED,,
ACCY,312,45934,Principles of Taxation,3.21,"Vuong, Anh",,1 to 4 hours.,ARRANGED,,
ACCY,410,61231,Advanced Financial Reporting,3.35,"Ibrahim, Adel Nematallah",,1 to 4 hours.,2:00 PM,3:20 PM,TR
ACCY,410,62729,Advanced Financial Reporting,3.48,"Ibrahim, Adel Nematallah",,1 to 4 hours.,2:00 PM,3:20 PM,TR
ACCY,410,62730,Advanced Financial Reporting,3.46,"Persson, Martin E",,1 to 4 hours.,3:30 PM,4:50 PM,TR
ACCY,410,62731,Advanced Financial Reporting,3.31,"Persson, Martin E",,1 to 4 hours.,ARRANGED,,
ACCY,410,62732,Advanced Financial Reporting,3.23,"Persson, Martin E",,1 to 4 hours.,10:00 AM,10:50 AM,MW
ACCY,415,29676,Auditing Stds and Practice,3.27,"Lullo, Michael J",,1 to 4 hours.,3:00 PM,4:50 PM,M
ACCY,415,64648,Auditing Stds and Practice,3.2,"Lullo, Michael J",,1 to 4 hours.,ARRANGED,,
ACCY,415,65021,Auditing Stds and Practice,3.25,"Kink, Dawn M",,1 hours.,1:00 PM,1:50 PM,F
ACCY,451,49130,Advanced Income Tax Problems,3.55,"Hutchens, Matthew",,0 hours.,12:00 PM,12:50 PM,F
ACCY,451,54569,Advanced Income Tax Problems,3.48,"Hutchens, Matthew",,1 TO 4 hours.,ARRANGED,,
ACCY,451,62733,Advanced Income Tax Problems,3.48,"Hutchens, Matthew",,0 TO 16 hours.,ARRANGED,,
ACCY,451,63119,Advanced Income Tax Problems,3.39,"Holder, Charles B",,1 TO 5 hours.,ARRANGED,,
ACCY,451,70659,Advanced Income Tax Problems,3.22,"Sternburg, Thomas",,1 TO 5 hours.,3:30 PM,4:20 PM,M
ACCY,500,49761,"Atg Measuremnt, Rpting & Cntrl",3.31,"Augusto Sampaio, Gerlando",,3 hours.,ARRANGED,,
ACCY,500,58446,"Atg Measuremnt, Rpting & Cntrl",3.4,"Augusto Sampaio, Gerlando",,3 hours.,8:00 AM,8:50 AM,F
ACCY,500,67282,"Atg Measuremnt, Rpting & Cntrl",3.67,"Urcan, Oktay",,3 hours.,9:00 AM,9:50 AM,F
ACCY,500,62025,"Atg Measuremnt, Rpting & Cntrl",3.86,"Zhang, Li",,3 hours.,9:00 AM,9:50 AM,F
ACCY,500,56063,"Atg Measuremnt, Rpting & Cntrl",3.44,"Zhang, Li",,3 hours.,10:00 AM,10:50 AM,F
ACCY,501,29678,Accounting Analysis I A,3.44,"Augusto Sampaio, Gerlando",,3 hours.,10:00 AM,10:50 AM,F
ACCY,501,69435,Accounting Analysis I B,3.49,"Augusto Sampaio, Gerlando",,3 hours.,8:00 AM,8:50 AM,F
ACCY,501,70308,Accounting Analysis I,3.58,"Davis, Gregory L",,3 hours.,11:00 AM,11:50 AM,F
ACCY,501,69437,Accounting Analysis I A,3.36,"Augusto Sampaio, Gerlando",,3 hours.,11:00 AM,11:50 AM,F
ACCY,501,69438,Accounting Analysis I B,3.48,"Augusto Sampaio, Gerlando",,3 hours.,8:00 AM,8:50 AM,F
ACCY,502,29680,Accounting Analysis II,3.55,"Schwartz, Rachel",,3 hours.,1:00 PM,1:50 PM,F
ACCY,502,31334,Accounting Analysis II,3.69,"Schwartz, Rachel",,3 hours.,12:00 PM,12:50 PM,F
ACCY,502,61232,Accounting Analysis II,3.58,"Schwartz, Rachel",,3 hours.,12:00 PM,12:50 PM,F
ACCY,504,70165,Auditing A,3.42,"Peecher, Mark E",,3 hours.,12:00 PM,12:50 PM,F
ACCY,504,70166,Auditing B,3.42,"Peecher, Mark E",,3 hours.,9:00 AM,9:50 AM,F
ACCY,505,31339,Federal Taxation,3.46,"Chatterton, Angel",,3 hours.,1:00 PM,1:50 PM,F
ACCY,505,31341,Federal Taxation,3.38,"Chatterton, Angel",,3 hours.,1:00 PM,1:50 PM,F
ACCY,505,54993,Federal Taxation,3.45,"Chatterton, Angel",,3 hours.,1:00 PM,1:50 PM,F
ACCY,505,57605,Federal Taxation,3.27,"Alt, Amanda J",,3 hours.,2:00 PM,2:50 PM,F
ACCY,505,69441,Federal Taxation A,3.67,"Hutchens, Matthew",,3 hours.,2:00 PM,2:50 PM,F
ACCY,505,69442,Federal Taxation B,3.63,"Hutchens, Matthew",,3 hours.,2:00 PM,2:50 PM,F
ACCY,505,70661,Federal Taxation,3.51,"Alt, Amanda J",,3 hours.,11:00 AM,12:20 PM,TR
ACCY,505,69443,Federal Taxation A,3.33,"Hutchens, Matthew",,3 hours.,12:30 PM,1:50 PM,TR
ACCY,506,71549,Advanced Financial Reporting,3.34,"Kustanovich, Michael",,3 hours.,8:00 AM,9:20 AM,TR
ACCY,510,46973,Financial Reporting Standards,3.61,"Steward, Cynthia G",,3 hours.,8:00 AM,8:50 AM,F
ACCY,510,49275,Financial Reporting Standards,3.59,"Hepp, John",,3 hours.,9:00 AM,9:50 AM,F
ACCY,510,61974,Financial Reporting Standards,3.94,"Steward, Cynthia G",,3 hours.,10:00 AM,10:50 AM,F
ACCY,510,62037,Financial Reporting Standards,3.82,"Steward, Cynthia G",,3 hours.,11:00 AM,11:50 AM,F
ACCY,510,63121,Financial Reporting Standards,3.51,"Hepp, John",,3 hours.,12:00 PM,12:50 PM,F
ACCY,512,51813,Data Analytics for Mgmt Acctg,3.78,"Du, Fei",,3 hours.,1:00 PM,1:50 PM,F
ACCY,512,51814,Data Analytics for Mgmt Acctg,3.83,"Du, Fei",,3 hours.,9:00 AM,9:50 AM,F
ACCY,512,51816,Data Analytics for Mgmt Acctg,3.77,"Du, Fei",,3 hours.,8:00 AM,8:50 AM,F
ACCY,515,46977,Auditing & Assurance Standards,3.3,"Zhou, Yuepin",,3 hours.,1:00 PM,1:50 PM,F
ACCY,515,46978,Auditing & Assurance Standards,3.54,"Zhou, Yuepin",,3 hours.,2:00 PM,2:50 PM,F
ACCY,515,54477,Auditing & Assurance Standards,3.49,"Zhou, Yuepin",,3 hours.,9:30 AM,10:50 AM,MW
ACCY,517,31377,Financial Statement Analysis,3.48,"Hamm, Brian K",,3 hours.,3:30 PM,4:50 PM,MW
ACCY,517,39543,Financial Statement Analysis,3.73,"Hamm, Brian K",,0 TO 3 hours.,ARRANGED,,
ACCY,518,66681,Financial Statement Fraud,3.97,"Nekrasz, Frank",,3 hours.,8:00 AM,9:20 AM,MW
ACCY,551,31381,Corporate Income Taxation,3.29,"Sternburg, Thomas",,3 hours.,9:30 AM,10:50 AM,MW
ACCY,551,31382,Corporate Income Taxation,3.54,"Sternburg, Thomas",,3 hours.,11:00 AM,12:20 PM,MW
ACCY,556,54570,Tax Research,3.43,"Holder, Daniel E",,3 hours.,2:00 PM,3:20 PM,TR
ACCY,556,31384,Tax Research,3.46,"Holder, Daniel E",,3 hours.,11:00 AM,12:20 PM,TR
ACCY,569,71963,Data Driven Decisions in Acctg,3.46,"Guymon, Ronald N",,3 hours.,12:30 PM,1:50 PM,MW
ACCY,570,68784,Data Analytics Foundations,3.91,"Anand, Vic",,3 hours.,12:30 PM,1:50 PM,TR
ACCY,570,68787,Data Analytics Foundations,3.96,"Mendoza, Kimberly",,3 hours.,2:00 PM,3:20 PM,MW
ACCY,570,70666,Data Analytics Foundations,3.95,"Anand, Vic",,3 hours.,8:00 AM,9:20 AM,TR
ACCY,570,71909,Data Analytics Foundations,3.9,"Herbold, T J",,3 hours.,9:30 AM,10:50 AM,TR
ACE,100,36724,Agr Cons and Resource Econ,3.01,"Gundersen, Lisa C",,3 hours.,3:30 PM,4:50 PM,TR
ACE,100,36726,Agr Cons and Resource Econ,2.77,"Gundersen, Lisa C",,3 hours.,12:30 PM,1:50 PM,TR
ACE,100,36732,Agr Cons and Resource Econ,3.03,"Gundersen, Lisa C",,3 hours.,11:00 AM,12:20 PM,TR
ACE,100,36734,Agr Cons and Resource Econ,3.23,"Gundersen, Lisa C",,3 hours.,9:30 AM,10:50 AM,TR
ACE,100,36735,Agr Cons and Resource Econ,3.17,"Gundersen, Lisa C",,3 hours.,2:00 PM,3:20 PM,TR
ACE,161,39708,Microcomputer Applications,3.66,"Burnett, Meghan L",,3 hours.,2:00 PM,2:50 PM,T
ACE,161,36736,Microcomputer Applications,3.4,"Burak, Steven",,3 hours.,3:30 PM,4:20 PM,T
ACE,161,36747,Microcomputer Applications,3.52,"Li, Liqing",,3 hours.,8:00 AM,9:20 AM,MW
ACE,161,36749,Microcomputer Applications,3.54,"Lo, Alexander C",,3 hours.,9:30 AM,10:50 AM,MW
ACE,161,36738,Microcomputer Applications,3.69,"Burak, Steven",,3 hours.,11:00 AM,12:20 PM,MW
ACE,161,36750,Microcomputer Applications,3.33,"Lo, Alexander C",,3 hours.,12:30 PM,1:50 PM,MW
ACE,161,36751,Microcomputer Applications,3.59,"Burnett, Meghan L",,3 hours.,2:00 PM,3:20 PM,MW
ACE,161,36741,Microcomputer Applications,3.72,"Li, Liqing",,3 hours.,3:30 PM,4:50 PM,MW
ACE,161,36742,Microcomputer Applications,3.36,"Lo, Alexander C",,3 hours.,11:00 AM,12:20 PM,MW
ACE,161,36744,Microcomputer Applications,3.21,"Lo, Alexander C",,3 hours.,8:00 AM,9:20 AM,TR
ACE,199,61499,Digital Mktg and Social Media,3.25,"Lo, Alexander C",,3 hours.,9:30 AM,10:50 AM,TR
ACE,210,61563,Environmental Economics,3.34,"Christensen, Peter",,3 hours.,2:00 PM,3:20 PM,TR
ACE,222,29698,Agricultural Marketing,2.84,"Stoddard, Paul B",,3 hours.,3:30 PM,4:50 PM,TR
ACE,240,51717,Personal Financial Planning,3.29,"Stoddard, Paul B",,3 hours.,2:00 PM,3:20 PM,TR
ACE,240,69393,Personal Financial Planning,3.69,"Lemoine, Craig",,3 hours.,11:00 AM,12:20 PM,TR
ACE,251,49101,The World Food Economy,3.33,"Michelson, Hope C",,3 hours.,11:00 AM,12:20 PM,MW
ACE,261,31419,Applied Statistical Methods,3.49,"Gundersen, Lisa C",,3 hours.,12:30 PM,1:50 PM,MW
ACE,306,52038,Food Law,3.17,"Endres, A B",,3 hours.,2:00 PM,3:20 PM,MW
ACE,341,65063,Issues in Agribus Mkts & Mgmt,3.93,"Fox, John A",,3 hours.,3:30 PM,4:50 PM,MW
ACE,341,65167,Issues in Cons Econ & Finance,3.63,"Helton, Caroline A",,3 hours.,9:30 AM,10:50 AM,MW
ACE,341,65064,Contemp Issue Comm Fin Plng,3.32,"Allen, Sharon C",,3 hours.,12:30 PM,1:50 PM,TR
ACE,341,44207,Issues in AgAccy and FinAg,3.63,"Finnegan, Ann B",,3 hours.,11:00 AM,12:20 PM,MW
ACE,345,53592,Finan Decision Indiv Sm Bus,3.44,"Paulson, Nicholas D",,3 hours.,11:00 AM,11:50 AM,MWF
ACE,346,60156,Tax Policy and Finan Planning,3.35,"Breen, John",,3 hours.,ARRANGED,,
ACE,360,70958,Spreadsheet Models & Applic,3.65,"Gatti, Nicolas",,0 TO 16 hours.,ARRANGED,,
ACE,398,58583,Intermediate App Micro Theory,3.6,"Parthum, Bryan M",,0 TO 16 hours.,ARRANGED,,
ACE,398,45557,App Stat Mthds & Data Anlytcs1,3.36,"Ellison, Brenna",,0 TO 16 hours.,ARRANGED,,
ACE,398,52115,Risk Mngmt in Personal Fin Pla,3.83,"Lemoine, Craig",,0 TO 16 hours.,ARRANGED,,
ACE,406,48924,Environmental Law,3.23,"Endres, A B",,0 TO 16 hours.,ARRANGED,,
ACE,411,62829,Environment and Development,3.64,"Baylis, Katherine R",,3 hours.,2:00 PM,3:20 PM,MW
ACE,427,64899,Commodity Price Analysis,3.67,"Hu, Zhepeng",,3 hours.,12:30 PM,1:50 PM,MW
ACE,427,70078,Commodity Price Analysis,3.72,"Tremacoldi Ross, Pedro",,3 hours.,9:30 AM,10:50 AM,MW
ACE,428,43123,Commodity Futures and Options,3.21,"Robe, Michel A",,3 hours.,4:00 PM,5:20 PM,R
ACE,432,57775,Farm Management,2.77,"Raab, Dwight D",,3 OR 4 hours.,9:30 AM,10:50 AM,TR
ACE,435,29710,Global Agribusiness Management,3.25,"Scholl, Jon H",,3 OR 4 hours.,9:30 AM,10:50 AM,TR
ACE,444,51727,Finan Serv & Invest Plan,3.38,"Schnitkey, Gary D",,3 OR 4 hours.,11:00 AM,12:20 PM,TR
ACE,444,56181,Finan Serv & Invest Plan,3.64,"Schnitkey, Gary D",,3 OR 4 hours.,11:00 AM,12:20 PM,TR
ACE,445,72346,Intermediate Personal Fin Plan,3.61,"Lemoine, Craig",,3 OR 4 hours.,11:00 AM,12:20 PM,MW
ACE,445,47126,Intermediate Personal Fin Plan,3.62,"Lemoine, Craig",,3 OR 4 hours.,11:00 AM,12:20 PM,MW
ACE,455,56174,Intl Trade in Food and Agr,3.35,"Ridley, William C",,3 OR 4 hours.,3:30 PM,4:50 PM,MW
ACE,562,29715,Applied Regression Models I,3.64,"Crost, Benjamin",,3 OR 4 hours.,3:30 PM,4:50 PM,MW
ACE,564,48582,Applied Regression Models II,3.73,"Crost, Benjamin",,3 OR 4 hours.,8:00 AM,9:20 AM,MW
ACE,592,65581,Law and Regulation,3.29,"Endres, A B",,3 OR 4 hours.,8:00 AM,9:20 AM,MW
ACES,101,51577,Contemporary Issues in ACES,3.92,"Lopez Barrera, Emely C",,3 hours.,2:00 PM,3:20 PM,MW
ACES,101,51580,Contemporary Issues in ACES,3.92,"Kim, Elizabeth J",,3 hours.,3:30 PM,4:50 PM,MW
ACES,101,51581,Contemporary Issues in ACES,3.92,"Brooks, Jan D",,3 hours.,9:30 AM,10:50 AM,TR
ACES,101,51582,Contemporary Issues in ACES,3.89,"Jones-Hamlow, Katelyn A",,3 hours.,4:00 PM,5:20 PM,R
ACES,101,51585,Contemporary Issues in ACES,3.45,"Ohms, Cory J",,3 OR 4 hours.,11:00 AM,12:20 PM,TR
ACES,101,51586,Contemporary Issues in ACES,3.94,"Larson, Eric",,3 OR 4 hours.,11:00 AM,12:20 PM,TR
ACES,101,51587,Contemporary Issues in ACES,3.76,"Helton, Caroline A",,3 OR 4 hours.,12:30 PM,1:50 PM,TR
ACES,101,51588,Contemporary Issues in ACES,3.94,"Edge, Brittani K",,3 OR 4 hours.,12:30 PM,1:50 PM,TR
ACES,101,51591,Contemporary Issues in ACES,3.85,"Bohn, Martin O",,3 OR 4 hours.,2:00 PM,3:20 PM,TR
ACES,101,51593,Contemporary Issues in ACES,3.81,"Schneider, Alicia M",,3 OR 4 hours.,2:00 PM,3:20 PM,TR
ACES,101,51594,Contemporary Issues in ACES,3.9,"Li, Kailiang",,3 OR 4 hours.,8:00 AM,9:20 AM,TR
ACES,101,51596,Contemporary Issues in ACES,3.88,"Castle, Christopher L",,3 OR 4 hours.,8:00 AM,9:20 AM,TR
ACES,101,51597,Contemporary Issues in ACES,3.83,"Ohms, Cory J",,3 OR 4 hours.,12:30 PM,1:50 PM,TR
ACES,101,51599,Contemporary Issues in ACES,3.7,"Lin, Zhiling",,3 OR 4 hours.,12:30 PM,1:50 PM,TR
ACES,102,71659,Intro Sustainable Food Systems,3.61,"Rodriguez, Luis F",,2 TO 4 hours.,ARRANGED,,
ACES,179,61977,History of Ag in IL Since 1860,3.19,"Reid, Debra A",,2 OR 4 hours.,2:00 PM,3:20 PM,TR
ACES,179,61978,History of Ag in IL Since 1860,2.85,"Reid, Debra A",,2 OR 4 hours.,3:30 PM,4:50 PM,TR
ACES,199,62294,Learning HowTo Learn Boot Camp,2.99,"Schmidt, Shelly J",,2 OR 4 hours.,ARRANGED,,
ADV,150,61084,Introduction to Advertising,3.66,"Hall, Steven R",,2 OR 4 hours.,12:30 PM,1:50 PM,TR
ADV,150,61085,Introduction to Advertising,3.47,"Hall, Steven R",,2 OR 4 hours.,11:00 AM,12:20 PM,TR
ADV,270,71553,Principles of Sales,3.46,"Clifton, Dionne J",,2 OR 4 hours.,ARRANGED,,
ADV,281,63619,Advertising Research Methods,3.08,"Ren, Yilin",,2 OR 4 hours.,ARRANGED,,
ADV,281,69475,Advertising Research Methods,3,"Ren, Yilin",,2 OR 4 hours.,ARRANGED,,
ADV,281,71431,Advertising Research Methods,3.31,"Hamilton, Kristy A",,2 OR 4 hours.,3:30 PM,4:50 PM,MW
ADV,281,71432,Advertising Research Methods,3.12,"Hamilton, Kristy A",,2 OR 4 hours.,ARRANGED,,
ADV,283,70087,Advertising and Brand Strategy,3.71,"Mabry-Flynn, Amanda D",,2 OR 4 hours.,ARRANGED,,
ADV,283,62716,Advertising and Brand Strategy,3.95,"Hitchon, Jacqueline C",,2 OR 4 hours.,9:30 AM,10:50 AM,MW
ADV,283,64451,Advertising and Brand Strategy,3.84,"Hitchon, Jacqueline C",,2 OR 4 hours.,11:00 AM,12:20 PM,MW
ADV,284,65174,Consumer Insight,3.81,"Pham, Giang V",,2 OR 4 hours.,12:30 PM,1:50 PM,MW
ADV,284,69335,Consumer Insight,3.32,"Pham, Giang V",,2 OR 4 hours.,ARRANGED,,
ADV,284,71435,Consumer Insight,3.33,"Liu, Weizi",,2 OR 4 hours.,ARRANGED,,
ADV,305,69167,Digital ADV Content,3.6,"Yao, Mike Z",,2 OR 4 hours.,ARRANGED,,
ADV,310,57971,Intro to Public Relations,3.01,"Wirtz, John",,2 OR 4 hours.,ARRANGED,,
ADV,310,71451,Intro to Public Relations,3.11,"Ross, David W",,2 OR 4 hours.,12:30 PM,1:50 PM,TR
ADV,311,66827,Classic Campaigns,3.4,"Chambers, Jason P",,2 OR 4 hours.,2:00 PM,3:20 PM,TR
ADV,320,71554,Sales Management,3.6,"Clifton, Dionne J",,2 OR 4 hours.,3:30 PM,4:50 PM,TR
